Species,Aquatic,Herbivorous,Nocturnal,Scansorial,Fossorial,Large,Terrestrial,Archetype
Lygosoma haroldyoungi,0,0,0,0,0.837,0.163,0,Fossorial
Lygosoma lineata,0,0,0,0.085,0.869,0.047,0,Fossorial
Lygosoma lineolatum,0,0,0,0.129,0.871,0,0,Fossorial
Lygosoma punctata,0,0,0,0,0.831,0.169,0,Fossorial
Lygosoma quadrupes,0,0,0,0.055,0.868,0.077,0,Fossorial
Lyriocephalus scutatus,0,0.649,0,0,0,0.351,0,Herbivorous
Mabuya berengerae,0.003,0,0.012,0.817,0,0.168,0,Scansorial
Mabuya mabouya,0.003,0,0.012,0.815,0,0.171,0,Scansorial
Mabuya pergravis,0.002,0,0.01,0.849,0,0.139,0,Scansorial
Macropholidus ataktolepis,0,0,0,0,0,0.093,0.906,Terrestrial
Macropholidus ruthveni,0,0,0,0,0,0.111,0.889,Terrestrial
Madascincus melanopleura,0.901,0,0,0,0,0,0.099,Aquatic
Malayodracon robinsonii,0.005,0,0.024,0.632,0,0.339,0,Scansorial
Manciola guaporicola,0,0,0,0,0,0.302,0.698,Terrestrial
Mantheyus phuwuanensis,0,0,0.935,0,0,0.065,0,Nocturnal
Marisora unimarginata,0.002,0,0.01,0.845,0,0.143,0,Scansorial
Marmorosphax tricolor,0,0,0.444,0,0,0.062,0.495,Terrestrial
Matoatoa brevipes,0,0,0.779,0,0.043,0,0.179,Nocturnal
Matoatoa spannringi,0,0,0.891,0,0.021,0,0.088,Nocturnal
Matobosaurus maltzahni,0.007,0,0.031,0.524,0,0.439,0,Scansorial
Matobosaurus validus,0,0.56,0,0,0,0.44,0,Herbivorous
Mediodactylus amictopholis,0,0,0,0.962,0.002,0,0.036,Scansorial
Mediodactylus heterocercus,0,0,0.859,0,0.027,0,0.114,Nocturnal
Mediodactylus kotschyi,0,0,0.879,0,0.023,0,0.098,Nocturnal
Mediodactylus russowii,0,0,0.864,0,0.026,0,0.11,Nocturnal
Mediodactylus spinicauda,0,0,0.44,0,0,0,0.56,Terrestrial
Mediodactylus walli,0,0,0.909,0,0.017,0,0.074,Nocturnal
Medopheos edracanthus,0,0,0,0,0,0.319,0.681,Terrestrial
Menetia alanae,0,0,0,0,0,0,1,Terrestrial
Menetia greyii,0,0,0,0.001,0,0.06,0.938,Terrestrial
Meroles anchietae,0,0.581,0,0,0,0.069,0.35,Herbivorous
Meroles ctenodactylus,0,0,0,0,0,0.306,0.694,Terrestrial
Meroles cuneirostris,0,0,0,0,0,0.178,0.822,Terrestrial
Meroles knoxii,0,0,0,0,0,0.217,0.783,Terrestrial
Meroles micropholidotus,0,0,0,0,0,0.217,0.783,Terrestrial
Meroles reticulatus,0,0,0,0,0,0.165,0.835,Terrestrial
Meroles squamulosus,0,0,0,0,0,0.256,0.744,Terrestrial
Meroles suborbitalis,0,0,0,0,0,0.229,0.771,Terrestrial
Mesalina adramitana,0,0,0,0,0,0.121,0.879,Terrestrial
Mesalina ayunensis,0,0,0,0,0,0.107,0.893,Terrestrial
Mesalina brevirostris,0,0,0,0,0,0.186,0.814,Terrestrial
Mesalina guttulata,0,0,0,0,0,0.225,0.775,Terrestrial
Mesalina olivieri,0,0,0,0,0,0.151,0.849,Terrestrial
Mesalina pasteuri,0,0,0,0,0,0.142,0.858,Terrestrial
Mesalina rubropunctata,0,0,0,0,0,0.215,0.785,Terrestrial
Mesalina watsonana,0,0,0,0,0,0.186,0.814,Terrestrial
Mesaspis juarezi,0,0,0,0,0,0.205,0.794,Terrestrial
Mesaspis monticola,0,0,0,0,0,0.244,0.756,Terrestrial
Mesaspis moreletii,0,0,0,0,0,0.269,0.731,Terrestrial
Mesoscincus schwartzei,0,0,0,0,0,0.37,0.63,Terrestrial
Micrablepharus atticolus,0,0,0,0,0,0.122,0.878,Terrestrial
Micrablepharus maximiliani,0,0,0,0,0,0.103,0.897,Terrestrial
Microgecko depressus,0,0,0.731,0,0.052,0,0.217,Nocturnal
Microgecko helenae,0,0,0.375,0,0,0,0.625,Terrestrial
Microgecko persicus,0,0,0.746,0,0.049,0,0.205,Nocturnal
Microlophus albemarlensis,0,0.508,0,0,0,0.323,0.169,Herbivorous
Microlophus atacamensis,0,0.758,0,0,0,0.242,0,Herbivorous
Microlophus barringtonensis,0,0,0,0,0,0.339,0.661,Terrestrial
Microlophus bivittatus,0,0,0,0,0,0.362,0.638,Terrestrial
Microlophus delanonis,0,0.705,0,0,0,0.295,0,Herbivorous
Microlophus duncanensis,0,0,0,0,0,0.35,0.65,Terrestrial
Microlophus grayii,0.004,0,0.017,0.741,0,0.239,0,Scansorial
Microlophus habelii,0,0.514,0,0,0,0.303,0.184,Herbivorous
Microlophus heterolepis,0,0.748,0,0,0,0.252,0,Herbivorous
Microlophus jacobii,0,0.857,0,0,0,0.143,0,Herbivorous
Microlophus occipitalis,0.002,0,0.011,0.829,0,0.158,0,Scansorial
Microlophus pacificus,0,0.52,0,0,0,0.28,0.2,Herbivorous
Microlophus peruvianus,0,0.73,0,0,0,0.27,0,Herbivorous
Microlophus quadrivittatus,0,0.756,0,0,0,0.244,0,Herbivorous
Microlophus tarapacensis,0,0.517,0,0,0,0.292,0.191,Herbivorous
Microlophus theresiae,0.003,0,0.016,0.75,0,0.23,0,Scansorial
Microlophus theresioides,0,0.776,0,0,0,0.224,0,Herbivorous
Microlophus thoracicus,0,0.263,0,0,0.593,0.144,0,Fossorial
Microlophus tigris,0,0.798,0,0,0,0.202,0,Herbivorous
Mniarogekko chahoua,0,0.517,0.316,0,0,0.167,0,Herbivorous
Mochlus afer,0,0,0,0,0.745,0.255,0,Fossorial
Mochlus guineensis,0,0,0,0,0.857,0.143,0,Fossorial
Mochlus mabuiiforme,0,0,0,0,0,0.526,0.474,Large
Mochlus simonettai,0,0,0.438,0,0,0.14,0.421,Nocturnal
Mochlus sundevalli,0,0,0,0,0.745,0.255,0,Fossorial
Mokopirirakau cryptozoicus,0,0.612,0.372,0,0,0.016,0,Herbivorous
Mokopirirakau granulatus,0,0.596,0.363,0,0,0.04,0,Herbivorous
Mokopirirakau kahutarae,0,0.605,0.368,0,0,0.027,0,Herbivorous
Mokopirirakau nebulosus,0,0.617,0.376,0,0,0.007,0,Herbivorous
Moloch horridus,0,0,0,0,0,0.397,0.603,Terrestrial
Monopeltis capensis,0,0,0,0,0.788,0.212,0,Fossorial
Morethia adelaidensis,0,0,0,0,0,0.161,0.839,Terrestrial
Morethia boulengeri,0,0,0,0,0,0.155,0.845,Terrestrial
Morethia butleri,0,0,0,0,0,0.155,0.845,Terrestrial
Morethia lineoocellata,0,0,0,0,0,0.155,0.845,Terrestrial
Morethia obscura,0,0,0,0,0,0.151,0.849,Terrestrial
Morethia ruficauda,0,0,0,0,0,0.097,0.903,Terrestrial
Morethia storri,0,0,0,0.005,0,0.046,0.948,Terrestrial
Morethia taeniopleura,0,0,0,0,0,0.086,0.914,Terrestrial
Morunasaurus annularis,0,0,0,0,0,0.418,0.582,Terrestrial
Morunasaurus groi,0,0,0,0,0,0.358,0.642,Terrestrial
Morunasaurus peruvianus,0,0,0,0,0,0.447,0.553,Terrestrial
Nactus cheverti,0,0,0.445,0,0,0.034,0.52,Terrestrial
Nactus coindemirensis,0,0,0.721,0,0.054,0,0.225,Nocturnal
Nactus eboracensis,0,0,0.445,0,0,0.038,0.517,Terrestrial
Nactus galgajuga,0,0,0.846,0,0.03,0,0.124,Nocturnal
Nactus multicarinatus,0,0,0.916,0,0.016,0,0.067,Nocturnal
Nactus pelagicus,0,0,0.986,0,0.003,0,0.011,Nocturnal
Nactus serpensinsula,0,0,0.924,0,0.015,0,0.061,Nocturnal
Nadzikambia mlanjensis,0.002,0,0.009,0.859,0,0.13,0,Scansorial
Namazonurus campbelli,0.002,0,0.008,0.882,0,0.109,0,Scansorial
Namazonurus namaquensis,0.002,0,0.009,0.868,0,0.122,0,Scansorial
Namazonurus peersi,0.002,0,0.01,0.854,0,0.134,0,Scansorial
Narudasia festiva,0,0,0,0.827,0.01,0,0.164,Scansorial
Naultinus elegans,0.001,0,0.004,0.932,0,0.062,0,Scansorial
Naultinus gemmeus,0,0.919,0,0,0,0.081,0,Herbivorous
Naultinus grayii,0,0.873,0,0,0,0.127,0,Herbivorous
Naultinus manukanus,0.002,0,0.007,0.889,0,0.103,0,Scansorial
Naultinus punctatus,0,0.873,0,0,0,0.127,0,Herbivorous
Naultinus rudis,0,0.948,0,0,0,0.052,0,Herbivorous
Naultinus stellatus,0,0.919,0,0,0,0.081,0,Herbivorous
Naultinus tuberculatus,0.002,0,0.008,0.875,0,0.115,0,Scansorial
Nebulifera robusta,0,0,0.995,0,0,0.005,0,Nocturnal
Nephrurus amyae,0,0,0.89,0,0,0.11,0,Nocturnal
Nephrurus asper,0,0,0.927,0,0,0.073,0,Nocturnal
Nephrurus deleani,0,0,0.437,0,0,0.162,0.401,Nocturnal
Nephrurus laevissimus,0,0,0.437,0,0,0.162,0.401,Nocturnal
Nephrurus levis,0,0,0.436,0,0,0.172,0.392,Nocturnal
Nephrurus sheai,0,0,0.918,0,0,0.081,0,Nocturnal
Nephrurus stellatus,0,0,0.438,0,0,0.154,0.408,Nocturnal
Nephrurus vertebralis,0,0,0.438,0,0,0.148,0.414,Nocturnal
Nephrurus wheeleri,0,0,0.437,0,0,0.164,0.399,Nocturnal
Nessia bipes,0,0,0,0.127,0.873,0,0,Fossorial
Nessia burtonii,0,0,0.038,0,0.962,0,0,Fossorial
Nessia monodactyla,0,0,0.026,0,0.974,0,0,Fossorial
Nessia sarasinorum,0,0,0,0.046,0.868,0.086,0,Fossorial
Neusticurus bicarinatus,0.979,0,0,0,0,0,0.021,Aquatic
Neusticurus medemi,0.982,0,0,0,0,0,0.018,Aquatic
Neusticurus racenisi,0.968,0,0,0,0,0,0.032,Aquatic
Neusticurus rudis,0.957,0,0,0,0,0,0.043,Aquatic
Neusticurus tatei,0.967,0,0,0,0,0,0.033,Aquatic
Ninurta coeruleopunctatus,0.002,0,0.009,0.868,0,0.122,0,Scansorial
Niveoscincus coventryi,0,0,0,0,0,0.142,0.858,Terrestrial
Niveoscincus greeni,0.001,0,0.006,0.912,0,0.081,0,Scansorial
Niveoscincus metallicus,0.001,0,0.005,0.93,0,0.064,0,Scansorial
Niveoscincus microlepidotus,0,0.956,0,0,0,0.044,0,Herbivorous
Niveoscincus ocellatus,0.002,0,0.008,0.87,0,0.12,0,Scansorial
Niveoscincus orocryptus,0.001,0,0.003,0.958,0,0.039,0,Scansorial
Niveoscincus palfreymani,0,0,0,0,0.823,0.177,0,Fossorial
Niveoscincus pretiosus,0.001,0,0.004,0.935,0,0.06,0,Scansorial
Nothobachia ablephara,0,0,0.011,0,0.989,0,0,Fossorial
Notomabuya frenata,0.002,0,0.01,0.849,0,0.139,0,Scansorial
Notoscincus butleri,0,0,0,0,0,0.074,0.926,Terrestrial
Notoscincus ornatus,0,0,0,0.004,0,0.052,0.944,Terrestrial
Nucras boulengeri,0,0,0,0,0,0.207,0.793,Terrestrial
Nucras caesicaudata,0,0,0,0,0,0.207,0.793,Terrestrial
Nucras holubi,0,0,0,0,0,0.148,0.852,Terrestrial
Nucras intertexta,0,0,0,0,0,0.298,0.702,Terrestrial
Nucras lalandii,0,0,0,0,0,0.358,0.642,Terrestrial
Nucras ornata,0,0,0,0,0,0.339,0.661,Terrestrial
Nucras taeniolata,0,0,0,0,0,0.339,0.661,Terrestrial
Nucras tessellata,0,0,0,0,0,0.298,0.702,Terrestrial
Oedodera marmorata,0,0.646,0.354,0,0,0,0,Herbivorous
Oedura castelnaui,0,0,0.958,0,0,0.042,0,Nocturnal
Oedura coggeri,0,0,0.989,0,0.002,0,0.009,Nocturnal
Oedura filicipoda,0,0,0.933,0,0,0.067,0,Nocturnal
Oedura gemmata,0,0,0.923,0,0,0.077,0,Nocturnal
Oedura gracilis,0,0,0.995,0,0,0.005,0,Nocturnal
Oedura jowalbinna,0,0,0.939,0,0.012,0,0.049,Nocturnal
Oedura marmorata,0,0,0.923,0,0,0.077,0,Nocturnal
Oedura monilis,0,0.591,0.36,0,0,0.049,0,Herbivorous
Oedura tryoni,0,0,0.987,0,0,0.013,0,Nocturnal
Oligosoma acrinasum,0.002,0,0.009,0.861,0,0.128,0,Scansorial
Oligosoma aeneum,0,0,0,0,0,0.198,0.802,Terrestrial
Oligosoma alani,0,0.442,0.166,0,0,0.295,0.096,Herbivorous
Oligosoma burganae,0,0.57,0,0,0,0.106,0.324,Herbivorous
Oligosoma chloronoton,0,0.518,0,0,0,0.288,0.194,Herbivorous
Oligosoma fallai,0,0.445,0.165,0,0,0.285,0.104,Herbivorous
Oligosoma grande,0,0.806,0,0,0,0.194,0,Herbivorous
Oligosoma hardyi,0,0,0,0,0,0.178,0.822,Terrestrial
Oligosoma homalonotum,0.004,0,0.02,0.697,0,0.279,0,Scansorial
Oligosoma inconspicuum,0,0.935,0,0,0,0.064,0,Herbivorous
Oligosoma infrapunctatum,0,0.525,0,0,0,0.263,0.212,Herbivorous
Oligosoma levidensum,0,0,0,0,0,0.124,0.876,Terrestrial
Oligosoma lichenigera,0,0,0.44,0,0,0.115,0.445,Terrestrial
Oligosoma lineoocellatum,0,0.528,0,0,0,0.253,0.219,Herbivorous
Oligosoma longipes,0.001,0,0.006,0.912,0,0.081,0,Scansorial
Oligosoma maccanni,0,0.935,0,0,0,0.064,0,Herbivorous
Oligosoma macgregori,0,0,0.433,0,0,0.219,0.348,Nocturnal
Oligosoma microlepis,0.001,0,0.004,0.935,0,0.06,0,Scansorial
Oligosoma moco,0,0.94,0,0,0,0.06,0,Herbivorous
Oligosoma nigriplantare,0,0.861,0,0,0,0.139,0,Herbivorous
Oligosoma oliveri,0,0.466,0.16,0,0,0.222,0.152,Herbivorous
Oligosoma ornatum,0,0.492,0.153,0,0,0.14,0.215,Herbivorous
Oligosoma otagense,0,0.744,0,0,0,0.256,0,Herbivorous
Oligosoma polychroma,0,0.556,0,0,0,0.154,0.29,Herbivorous
Oligosoma repens,0,0,0.002,0.974,0,0.024,0,Scansorial
Oligosoma roimata,0,0,0,0,0,0.186,0.814,Terrestrial
Oligosoma smithi,0,0.917,0,0,0,0.083,0,Herbivorous
Oligosoma stenotis,0,0,0,0,0,0.231,0.769,Terrestrial
Oligosoma striatum,0.001,0,0.006,0.907,0,0.086,0,Scansorial
Oligosoma suteri,0.92,0,0.08,0,0,0,0,Aquatic
Oligosoma tekakahu,0,0,0,0,0,0.244,0.756,Terrestrial
Oligosoma toka,0.001,0,0.005,0.93,0,0.064,0,Scansorial
Oligosoma townsi,0,0,0.978,0,0,0.022,0,Nocturnal
Oligosoma waimatense,0,0.79,0,0,0,0.21,0,Herbivorous
Oligosoma whitakeri,0,0.468,0.159,0,0,0.214,0.159,Herbivorous
Oligosoma zelandicum,0,0,0,0,0,0.223,0.777,Terrestrial
Omanosaura cyanura,0,0,0.002,0.965,0,0.032,0,Scansorial
Omanosaura jayakari,0,0.669,0,0,0,0.331,0,Herbivorous
Ophidiocephalus taeniatus,0,0,0.01,0,0.947,0.043,0,Fossorial
Ophiodes intermedius,0,0,0.43,0,0,0.268,0.302,Nocturnal
Ophiodes striatus,0,0,0,0,0.715,0.286,0,Fossorial
Ophiodes vertebralis,0,0.156,0,0,0.709,0.135,0,Fossorial
Ophiomorus blanfordi,0,0,0.018,0,0.949,0.033,0,Fossorial
Ophiomorus chernovi,0,0,0.01,0,0.947,0.043,0,Fossorial
Ophiomorus latastii,0,0,0,0.108,0.869,0.023,0,Fossorial
Ophiomorus nuchalis,0,0,0,0,0.935,0.065,0,Fossorial
Ophiomorus punctatissimus,0,0,0,0.119,0.869,0.012,0,Fossorial
Ophiomorus raithmai,0,0,0.013,0,0.948,0.039,0,Fossorial
Ophiomorus streeti,0,0,0,0,0.939,0.061,0,Fossorial
Ophiomorus tridactylus,0,0,0.002,0,0.945,0.053,0,Fossorial
Ophioscincus ophioscincus,0,0,0.031,0,0.969,0,0,Fossorial
Ophioscincus truncatus,0,0,0.014,0,0.986,0,0,Fossorial
Ophisaurus attenuatus,0,0,0,0,0,0.47,0.53,Terrestrial
Ophisaurus ceroni,0,0,0,0,0.787,0.214,0,Fossorial
Ophisaurus compressus,0,0,0,0,0,0.321,0.679,Terrestrial
Ophisaurus ventralis,0,0,0,0,0.778,0.222,0,Fossorial
Ophisops beddomei,0,0,0,0,0,0.066,0.933,Terrestrial
Ophisops elegans,0,0,0,0,0,0.225,0.775,Terrestrial
Ophisops jerdonii,0,0,0,0,0,0.136,0.864,Terrestrial
Ophisops leschenaultii,0,0,0.001,0.979,0,0.02,0,Scansorial
Ophisops microlepis,0,0,0,0,0,0.207,0.793,Terrestrial
Ophisops minor,0,0,0,0,0,0.142,0.858,Terrestrial
Oplurus cuvieri,0.005,0,0.026,0.607,0,0.362,0,Scansorial
Oplurus cyclurus,0.005,0,0.026,0.607,0,0.362,0,Scansorial
Oplurus quadrimaculatus,0.005,0,0.023,0.646,0,0.326,0,Scansorial
Orraya occultus,0,0,0.943,0,0,0.057,0,Nocturnal
Otocryptis beddomei,0,0,0,0,0,0.138,0.862,Terrestrial
Otocryptis wiegmanni,0,0.543,0,0,0,0.199,0.257,Herbivorous
Otosaurus cumingi,0,0,0,0,0,0.429,0.571,Terrestrial
Ouroborus cataphractus,0.004,0,0.018,0.718,0,0.26,0,Scansorial
Pachydactylus acuminatus,0,0,0.846,0,0.03,0,0.124,Nocturnal
Pachydactylus atorquatus,0,0,0.871,0,0.025,0,0.104,Nocturnal
Pachydactylus austeni,0,0,0.434,0,0,0,0.566,Terrestrial
Pachydactylus barnardi,0,0,0.444,0,0,0.056,0.5,Terrestrial
Pachydactylus bicolor,0,0,0.801,0,0.038,0,0.161,Nocturnal
Pachydactylus boehmei,0,0,0.811,0,0.036,0,0.152,Nocturnal
Pachydactylus capensis,0,0,0.939,0,0.012,0,0.049,Nocturnal
Pachydactylus etultra,0,0,0.811,0,0.036,0,0.152,Nocturnal
Pachydactylus fasciatus,0,0,0.446,0,0,0.028,0.526,Terrestrial
Pachydactylus gaiasensis,0,0,0.443,0,0,0.076,0.482,Terrestrial
Pachydactylus geitje,0,0,0.423,0,0,0,0.577,Terrestrial
Pachydactylus haackei,0,0,0.995,0,0,0.005,0,Nocturnal
Pachydactylus kladaroderma,0,0,0.993,0,0,0.007,0,Nocturnal
Pachydactylus kobosensis,0,0,0.866,0,0.026,0,0.108,Nocturnal
Pachydactylus laevigatus,0,0,0.978,0,0,0.022,0,Nocturnal
Pachydactylus maculatus,0,0,0.445,0,0,0.038,0.517,Terrestrial
Pachydactylus maraisi,0,0,0.786,0,0.041,0,0.173,Nocturnal
Pachydactylus mariquensis,0,0,0.445,0,0,0.038,0.517,Terrestrial
Pachydactylus namaquensis,0,0,0.995,0,0,0.005,0,Nocturnal
Pachydactylus oculatus,0,0,0.864,0,0.026,0,0.11,Nocturnal
Pachydactylus oreophilus,0,0,0.886,0,0.022,0,0.092,Nocturnal
Pachydactylus parascutatus,0,0,0.766,0,0.045,0,0.189,Nocturnal
Pachydactylus punctatus,0,0,0.406,0,0,0,0.594,Terrestrial
Pachydactylus purcelli,0,0,0.851,0,0.029,0,0.12,Nocturnal
Pachydactylus rangei,0,0,0.44,0,0,0.113,0.447,Terrestrial
Pachydactylus rugosus,0,0,0.929,0,0.014,0,0.057,Nocturnal
Pachydactylus sansteynae,0,0,0.44,0,0,0,0.56,Terrestrial
Pachydactylus scutatus,0,0,0.826,0,0.033,0,0.14,Nocturnal
Pachydactylus tsodiloensis,0,0,0.901,0,0.019,0,0.08,Nocturnal
Pachydactylus vansoni,0,0,0.896,0,0.02,0,0.084,Nocturnal
Pachydactylus vanzyli,0,0,0.929,0,0.014,0,0.057,Nocturnal
Pachydactylus weberi,0,0,0.846,0,0.03,0,0.124,Nocturnal
Pachydactylus werneri,0,0,0.861,0,0.027,0,0.112,Nocturnal
Pamelaescincus gardineri,0,0,0.44,0,0,0.121,0.439,Nocturnal
Panaspis breviceps,0,0,0,0,0,0.211,0.789,Terrestrial
Panaspis cabindae,0,0,0,0,0,0.074,0.926,Terrestrial
Panaspis maculicollis,0,0,0,0,0,0.092,0.908,Terrestrial
Panaspis nimbaensis,0,0,0,0,0,0.204,0.796,Terrestrial
Panaspis tancredi,0,0,0,0,0,0,1,Terrestrial
Panaspis togoensis,0,0,0,0,0,0.146,0.854,Terrestrial
Panaspis wahlbergi,0,0,0,0,0,0.188,0.812,Terrestrial
Panopa carvalhoi,0,0,0.002,0.967,0,0.03,0,Scansorial
Pantepuisaurus rodriguesi,0,0,0,0,0,0.177,0.823,Terrestrial
Papuascincus morokanus,0,0,0,0,0,0.132,0.868,Terrestrial
Papuascincus stanleyanus,0,0,0,0,0,0.171,0.829,Terrestrial
Paracontias minimus,0,0,0,0.125,0.875,0,0,Fossorial
Paradelma orientalis,0,0.614,0.374,0,0,0.012,0,Herbivorous
Paragehyra gabriellae,0,0,0.969,0,0.006,0,0.025,Nocturnal
Paragehyra petiti,0,0,0.936,0,0.012,0,0.051,Nocturnal
Paralaudakia bochariensis,0,0.766,0,0,0,0.234,0,Herbivorous
Paralaudakia caucasia,0,0.665,0,0,0,0.335,0,Herbivorous
Paralaudakia erythrogaster,0,0.697,0,0,0,0.303,0,Herbivorous
Paralaudakia himalayana,0,0.713,0,0,0,0.286,0,Herbivorous
Paralaudakia lehmanni,0,0.705,0,0,0,0.295,0,Herbivorous
Paralaudakia stoliczkana,0,0.655,0,0,0,0.345,0,Herbivorous
Paroedura androyensis,0,0,0.826,0,0.033,0,0.14,Nocturnal
Paroedura bastardi,0,0,0.986,0,0.003,0,0.011,Nocturnal
Paroedura gracilis,0,0,0.934,0,0.013,0,0.053,Nocturnal
Paroedura homalorhina,0,0,0.964,0,0.007,0,0.029,Nocturnal
Paroedura karstophila,0,0,0.874,0,0.024,0,0.102,Nocturnal
Paroedura lohatsara,0,0,0.989,0,0.002,0,0.009,Nocturnal
Paroedura maingoka,0,0,0.951,0,0.009,0,0.039,Nocturnal
Paroedura masobe,0,0,0.939,0,0,0.061,0,Nocturnal
Paroedura oviceps,0,0,0.944,0,0.011,0,0.045,Nocturnal
Paroedura picta,0,0,0.438,0,0,0.146,0.416,Nocturnal
Paroedura sanctijohannis,0,0,0.44,0,0,0.113,0.447,Terrestrial
Paroedura stumpffi,0,0,0.966,0,0.006,0,0.027,Nocturnal
Paroedura tanjaka,0,0,0.952,0,0,0.048,0,Nocturnal
Paroedura vahiny,0,0,0.794,0,0.04,0,0.167,Nocturnal
Paroedura vazimba,0,0,0.846,0,0.03,0,0.124,Nocturnal
Parvilacerta parva,0,0,0,0,0,0.196,0.804,Terrestrial
Parvoscincus decipiens,0,0,0,0,0,0.092,0.908,Terrestrial
Parvoscincus kitangladensis,0,0,0,0,0,0.155,0.845,Terrestrial
Parvoscincus steerei,0,0,0,0.01,0,0.03,0.96,Terrestrial
Pedioplanis breviceps,0,0,0,0,0,0.121,0.879,Terrestrial
Pedioplanis burchelli,0,0,0,0,0,0.198,0.802,Terrestrial
Pedioplanis husabensis,0.001,0,0.003,0.958,0,0.039,0,Scansorial
Pedioplanis inornata,0,0,0.001,0.99,0,0.009,0,Scansorial
Pedioplanis lineoocellata,0,0,0,0,0,0.215,0.785,Terrestrial
Pedioplanis namaquensis,0,0,0,0,0,0.171,0.829,Terrestrial
Pedioplanis rubens,0,0,0,0,0,0.142,0.858,Terrestrial
Pedioplanis undata,0,0,0,0,0,0.196,0.804,Terrestrial
Perochirus scutellatus,0,0.542,0.331,0,0,0.127,0,Herbivorous
Petrosaurus mearnsi,0,0.806,0,0,0,0.194,0,Herbivorous
Petrosaurus repens,0,0.76,0,0,0,0.24,0,Herbivorous
Petrosaurus slevini,0.003,0,0.015,0.778,0,0.205,0,Scansorial
Petrosaurus thalassinus,0,0.689,0,0,0,0.311,0,Herbivorous
Phelsuma abbotti,0,0.97,0,0,0,0.03,0,Herbivorous
Phelsuma andamanense,0,0.974,0,0,0,0.026,0,Herbivorous
Phelsuma antanosy,0,0.982,0,0,0,0,0.018,Herbivorous
Phelsuma astriata,0,0.988,0,0,0,0.012,0,Herbivorous
Phelsuma barbouri,0,0.974,0,0,0,0.026,0,Herbivorous
Phelsuma berghofi,0,0.991,0,0.006,0,0.003,0,Herbivorous
Phelsuma borbonica,0,0.942,0,0,0,0.058,0,Herbivorous
Phelsuma breviceps,0,0.991,0,0.009,0,0,0,Herbivorous
Phelsuma cepediana,0,0.988,0,0,0,0.012,0,Herbivorous
Phelsuma comorensis,0,0.991,0,0.009,0,0,0,Herbivorous
Phelsuma dorsivittata,0,0.992,0,0.008,0,0,0,Herbivorous
Phelsuma dubia,0,0.952,0,0,0,0.048,0,Herbivorous
Phelsuma edwardnewtoni,0,0.847,0,0,0,0.153,0,Herbivorous
Phelsuma flavigularis,0,0.952,0,0,0,0.048,0,Herbivorous
Phelsuma gigas,0,0.463,0.285,0,0,0.252,0,Herbivorous
Phelsuma gouldi,0,0.973,0,0,0,0,0.027,Herbivorous
Phelsuma grandis,0,0.824,0,0,0,0.175,0,Herbivorous
Phelsuma guentheri,0,0.514,0.315,0,0,0.171,0,Herbivorous
Phelsuma guimbeaui,0,0.952,0,0,0,0.048,0,Herbivorous
Phelsuma guttata,0,0.958,0,0,0,0.042,0,Herbivorous
Phelsuma hielscheri,0,0.94,0,0,0,0.06,0,Herbivorous
Phelsuma hoeschi,0,0.94,0,0,0,0,0.06,Herbivorous
Phelsuma inexpectata,0,0.991,0,0.006,0,0.003,0,Herbivorous
Phelsuma kely,0,0.925,0,0,0,0,0.075,Herbivorous
Phelsuma klemmeri,0,0.965,0,0,0,0,0.034,Herbivorous
Phelsuma kochi,0.003,0,0.014,0.792,0,0.192,0,Scansorial
Phelsuma laticauda,0,0.97,0,0,0,0.03,0,Herbivorous
Phelsuma lineata,0,0.97,0,0,0,0.03,0,Herbivorous
Phelsuma madagascariensis,0,0.82,0,0,0,0.179,0,Herbivorous
Phelsuma malamakibo,0,0.984,0,0,0,0.016,0,Herbivorous
Phelsuma masohoala,0,0.978,0,0,0,0,0.022,Herbivorous
Phelsuma modesta,0,0.976,0,0,0,0,0.024,Herbivorous
Phelsuma mutabilis,0,0.988,0,0,0,0,0.012,Herbivorous
Phelsuma nigra,0,0.99,0,0.01,0,0,0,Herbivorous
Phelsuma nigristriata,0,0.972,0,0,0,0,0.028,Herbivorous
Phelsuma ornata,0,0.99,0,0.003,0,0.008,0,Herbivorous
Phelsuma parkeri,0,0.954,0,0,0,0.046,0,Herbivorous
Phelsuma parva,0,0.938,0,0,0,0,0.062,Herbivorous
Phelsuma pasteuri,0,0.99,0,0.01,0,0,0,Herbivorous
Phelsuma pronki,0,0.988,0,0,0,0,0.012,Herbivorous
Phelsuma pusilla,0,0.943,0,0,0,0,0.057,Herbivorous
Phelsuma quadriocellata,0,0.984,0,0,0,0.016,0,Herbivorous
Phelsuma ravenala,0,0.984,0,0,0,0.016,0,Herbivorous
Phelsuma robertmertensi,0,0.988,0,0,0,0,0.012,Herbivorous
Phelsuma roesleri,0,0.947,0,0,0,0,0.053,Herbivorous
Phelsuma rosagularis,0,0.954,0,0,0,0.046,0,Herbivorous
Phelsuma seippi,0,0.991,0,0.009,0,0,0,Herbivorous
Phelsuma serraticauda,0,0.966,0,0,0,0.034,0,Herbivorous
Phelsuma standingi,0,0.883,0,0,0,0.117,0,Herbivorous
Phelsuma sundbergi,0,0.843,0,0,0,0.157,0,Herbivorous
Phelsuma vanheygeni,0,0.934,0,0,0,0,0.066,Herbivorous
Phoboscincus bocourti,0.007,0,0.034,0.48,0,0.479,0,Scansorial
Phoenicolacerta kulzeri,0.002,0,0.01,0.854,0,0.134,0,Scansorial
